==== /home/dsk2v/PointCloud/BodyScan/SecondWorkingDraft/ContrastiveLearning_Model
/home/dsk2v/PointCloud/BodyScan/SecondWorkingDraft/DataLoader/../../../Data/3dbsf_txt/
/home/dsk2v/PointCloud/Data/3dbsf_txt
The minimum number of lines among all files: 51177
The maximum number of lines among all files: 63051
/home/dsk2v/PointCloud/BodyScan/SecondWorkingDraft/DataLoader/../../../Data/3dbsf_txt/
validation_data 10200

Epoch [1/200], Progress: 1/100, Train Loss: 3.4678, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 2/100, Train Loss: 3.4688, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 3/100, Train Loss: 3.4665, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 4/100, Train Loss: 3.4669, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 5/100, Train Loss: 3.4687, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 6/100, Train Loss: 3.4730, ContrastiveAccuracy:  0.0000
Epoch [1/200], Progress: 7/100, Train Loss: 3.4680, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 8/100, Train Loss: 3.4667, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 9/100, Train Loss: 3.4668, ContrastiveAccuracy:  0.0000
Epoch [1/200], Progress: 10/100, Train Loss: 3.4674, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 11/100, Train Loss: 3.4647, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 12/100, Train Loss: 3.4638, ContrastiveAccuracy:  0.0000
Epoch [1/200], Progress: 13/100, Train Loss: 3.4669, ContrastiveAccuracy:  0.0000
Epoch [1/200], Progress: 14/100, Train Loss: 3.4627, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 15/100, Train Loss: 3.4569, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 16/100, Train Loss: 3.4622, ContrastiveAccuracy:  0.0000
Epoch [1/200], Progress: 17/100, Train Loss: 3.4537, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 18/100, Train Loss: 3.4579, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 19/100, Train Loss: 3.4312, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 20/100, Train Loss: 3.4280, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 21/100, Train Loss: 3.3469, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 22/100, Train Loss: 3.3330, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 23/100, Train Loss: 3.1742, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 24/100, Train Loss: 3.0432, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 25/100, Train Loss: 2.9501, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 26/100, Train Loss: 3.3750, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 27/100, Train Loss: 3.1852, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 28/100, Train Loss: 3.1161, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 29/100, Train Loss: 3.0091, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 30/100, Train Loss: 2.8934, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 31/100, Train Loss: 2.8118, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 32/100, Train Loss: 2.8349, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 33/100, Train Loss: 2.8239, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 34/100, Train Loss: 2.7502, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 35/100, Train Loss: 2.7076, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 36/100, Train Loss: 2.7000, ContrastiveAccuracy:  0.2500
Epoch [1/200], Progress: 37/100, Train Loss: 2.5962, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 38/100, Train Loss: 2.7371, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 39/100, Train Loss: 2.7994, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 40/100, Train Loss: 2.6068, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 41/100, Train Loss: 2.8468, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 42/100, Train Loss: 2.4139, ContrastiveAccuracy:  0.3125
Epoch [1/200], Progress: 43/100, Train Loss: 2.7591, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 44/100, Train Loss: 2.4044, ContrastiveAccuracy:  0.2188
Epoch [1/200], Progress: 45/100, Train Loss: 2.8347, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 46/100, Train Loss: 2.4192, ContrastiveAccuracy:  0.3750
Epoch [1/200], Progress: 47/100, Train Loss: 3.0667, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 48/100, Train Loss: 2.4651, ContrastiveAccuracy:  0.2188
Epoch [1/200], Progress: 49/100, Train Loss: 2.5999, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 50/100, Train Loss: 2.4532, ContrastiveAccuracy:  0.3125
Epoch [1/200], Progress: 51/100, Train Loss: 2.5060, ContrastiveAccuracy:  0.1562
Epoch [1/200], Progress: 52/100, Train Loss: 2.6451, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 53/100, Train Loss: 2.4539, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 54/100, Train Loss: 2.5815, ContrastiveAccuracy:  0.2188
Epoch [1/200], Progress: 55/100, Train Loss: 2.3261, ContrastiveAccuracy:  0.3125
Epoch [1/200], Progress: 56/100, Train Loss: 2.3723, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 57/100, Train Loss: 2.3659, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 58/100, Train Loss: 2.3837, ContrastiveAccuracy:  0.2188
Epoch [1/200], Progress: 59/100, Train Loss: 2.4822, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 60/100, Train Loss: 2.5134, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 61/100, Train Loss: 2.2340, ContrastiveAccuracy:  0.2500
Epoch [1/200], Progress: 62/100, Train Loss: 2.2951, ContrastiveAccuracy:  0.1875
Epoch [1/200], Progress: 63/100, Train Loss: 2.4201, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 64/100, Train Loss: 2.2606, ContrastiveAccuracy:  0.1875
