==== /home/dsk2v/PointCloud/BodyScan/SecondWorkingDraft/ContrastiveLearning_Model
/home/dsk2v/PointCloud/BodyScan/SecondWorkingDraft/DataLoader/../../../Data/3dbsf_txt/
/home/dsk2v/PointCloud/Data/3dbsf_txt
The minimum number of lines among all files: 51177
The maximum number of lines among all files: 63051
/home/dsk2v/PointCloud/BodyScan/SecondWorkingDraft/DataLoader/../../../Data/3dbsf_txt/
validation_data 10200

Epoch [1/200], Progress: 1/100, Train Loss: 3.4687, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 2/100, Train Loss: 3.4624, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 3/100, Train Loss: 3.4637, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 4/100, Train Loss: 3.4679, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 5/100, Train Loss: 3.4661, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 6/100, Train Loss: 3.4664, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 7/100, Train Loss: 3.4668, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 8/100, Train Loss: 3.4618, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 9/100, Train Loss: 3.4655, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 10/100, Train Loss: 3.4679, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 11/100, Train Loss: 3.4634, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 12/100, Train Loss: 3.4705, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 13/100, Train Loss: 3.4626, ContrastiveAccuracy:  0.0000
Epoch [1/200], Progress: 14/100, Train Loss: 3.4602, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 15/100, Train Loss: 3.4639, ContrastiveAccuracy:  0.0000
Epoch [1/200], Progress: 16/100, Train Loss: 3.4613, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 17/100, Train Loss: 3.4623, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 18/100, Train Loss: 3.4587, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 19/100, Train Loss: 3.4480, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 20/100, Train Loss: 3.4170, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 21/100, Train Loss: 3.4224, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 22/100, Train Loss: 3.3633, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 23/100, Train Loss: 3.2034, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 24/100, Train Loss: 3.1778, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 25/100, Train Loss: 3.0184, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 26/100, Train Loss: 2.8898, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 27/100, Train Loss: 3.6349, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 28/100, Train Loss: 2.8067, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 29/100, Train Loss: 3.1651, ContrastiveAccuracy:  0.1562
Epoch [1/200], Progress: 30/100, Train Loss: 2.7737, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 31/100, Train Loss: 3.0099, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 32/100, Train Loss: 2.8604, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 33/100, Train Loss: 2.8598, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 34/100, Train Loss: 2.8014, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 35/100, Train Loss: 2.7878, ContrastiveAccuracy:  0.2188
Epoch [1/200], Progress: 36/100, Train Loss: 2.7774, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 37/100, Train Loss: 2.6905, ContrastiveAccuracy:  0.1875
Epoch [1/200], Progress: 38/100, Train Loss: 2.6648, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 39/100, Train Loss: 2.8498, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 40/100, Train Loss: 2.6455, ContrastiveAccuracy:  0.2188
Epoch [1/200], Progress: 41/100, Train Loss: 2.7118, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 42/100, Train Loss: 2.8281, ContrastiveAccuracy:  0.1562
Epoch [1/200], Progress: 43/100, Train Loss: 2.6460, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 44/100, Train Loss: 2.4931, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 45/100, Train Loss: 2.7177, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 46/100, Train Loss: 2.5404, ContrastiveAccuracy:  0.2500
Epoch [1/200], Progress: 47/100, Train Loss: 2.8709, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 48/100, Train Loss: 2.3708, ContrastiveAccuracy:  0.3125
Epoch [1/200], Progress: 49/100, Train Loss: 2.8858, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 50/100, Train Loss: 2.4013, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 51/100, Train Loss: 2.6801, ContrastiveAccuracy:  0.1250
Epoch [1/200], Progress: 52/100, Train Loss: 2.4832, ContrastiveAccuracy:  0.1562
Epoch [1/200], Progress: 53/100, Train Loss: 2.4610, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 54/100, Train Loss: 2.5527, ContrastiveAccuracy:  0.1250
