/home/dsk2v/PointCloud/BodyScan/ThirdWorkingDraft/DataLoader/../../../Data/3dbsf_txt/
/home/dsk2v/PointCloud/Data/3dbsf_txt
The minimum number of lines among all files: 51177
The maximum number of lines among all files: 63051
/home/dsk2v/PointCloud/BodyScan/ThirdWorkingDraft/DataLoader/../../../Data/3dbsf_txt/
validation_data 10200

Epoch [1/200], Progress: 1/100, Train Loss: 3.4660, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 2/100, Train Loss: 3.4653, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 3/100, Train Loss: 3.4698, ContrastiveAccuracy:  0.0000
Epoch [1/200], Progress: 4/100, Train Loss: 3.4676, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 5/100, Train Loss: 3.4658, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 6/100, Train Loss: 3.4616, ContrastiveAccuracy:  0.0000
Epoch [1/200], Progress: 7/100, Train Loss: 3.4664, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 8/100, Train Loss: 3.4637, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 9/100, Train Loss: 3.4638, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 10/100, Train Loss: 3.4651, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 11/100, Train Loss: 3.4616, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 12/100, Train Loss: 3.4604, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 13/100, Train Loss: 3.4596, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 14/100, Train Loss: 3.4585, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 15/100, Train Loss: 3.4533, ContrastiveAccuracy:  0.0312
Epoch [1/200], Progress: 16/100, Train Loss: 3.4302, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 17/100, Train Loss: 3.4171, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 18/100, Train Loss: 3.3538, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 19/100, Train Loss: 3.1813, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 20/100, Train Loss: 3.1771, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 21/100, Train Loss: 2.9945, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 22/100, Train Loss: 3.0465, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 23/100, Train Loss: 3.5674, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 24/100, Train Loss: 2.9832, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 25/100, Train Loss: 3.0927, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 26/100, Train Loss: 2.7701, ContrastiveAccuracy:  0.0625
Epoch [1/200], Progress: 27/100, Train Loss: 3.2160, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 28/100, Train Loss: 2.8015, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 29/100, Train Loss: 2.9558, ContrastiveAccuracy:  0.0938
Epoch [1/200], Progress: 30/100, Train Loss: 3.0784, ContrastiveAccuracy:  0.0938
